,airline,flight,source_city,departure_time,Time,stops,arrival_time,Time,destination_city,class,duration,days_left,price
201711,SpiceJet,SG-388,Chennai,Evening,18,zero,Night,20.42,Kolkata,Economy,2.42,41,2359
201820,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.17,Kolkata,Economy,2.17,42,2359
201823,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,42,2359
201825,SpiceJet,SG-388,Chennai,Evening,18,zero,Night,20.42,Kolkata,Economy,2.42,42,2359
201934,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.17,Kolkata,Economy,2.17,43,2359
201937,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,43,2359
201948,SpiceJet,SG-388,Chennai,Evening,18,zero,Night,20.42,Kolkata,Economy,2.42,43,2673
202063,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.17,Kolkata,Economy,2.17,44,2464
202064,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,44,2464
202067,SpiceJet,SG-388,Chennai,Evening,18,zero,Night,20.42,Kolkata,Economy,2.42,44,2673
202162,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,45,2359
202163,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,45,2359
202164,AirAsia,I5-557,Chennai,Evening,18,zero,Evening,20.42,Kolkata,Economy,2.42,45,2359
202264,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,46,2359
202265,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,46,2359
202266,AirAsia,I5-557,Chennai,Evening,18,zero,Evening,20.42,Kolkata,Economy,2.42,46,2359
202363,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,47,2359
202364,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,47,2359
202365,AirAsia,I5-557,Chennai,Evening,18,zero,Evening,20.42,Kolkata,Economy,2.42,47,2359
202466,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,48,2359
202467,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,48,2359
202468,AirAsia,I5-557,Chennai,Evening,18,zero,Evening,20.42,Kolkata,Economy,2.42,48,2359
202561,Indigo,6E-606,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,49,2359
202562,Indigo,6E-6016,Chennai,Evening,18,zero,Night,20.33,Kolkata,Economy,2.33,49,2359
202563,AirAsia,I5-557,Chennai,Evening,18,zero,Evening,20.42,Kolkata,Economy,2.42,49,2359
202655,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,1,11027
202663,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,2,6827
202721,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,3,7247
202790,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,4,6092
202858,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,5,6092
202930,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,6,4517
203028,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,7,6092
203114,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,8,6827
203200,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,9,5042
203295,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,10,6092
203356,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,11,4201
203385,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,11,5042
203442,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,12,4201
203467,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,12,4675
203534,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,13,4201
203537,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,13,4202
203627,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,14,4201
203631,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,14,4202
203719,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,15,4201
203735,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,15,4517
203808,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,16,1105
203816,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,16,2000
203909,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,17,1105
203919,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,17,2357
204004,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,18,1105
204011,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,18,1800
204094,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,19,1105
204095,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,19,1551
204096,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,19,1551
204099,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,19,1551
204188,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,20,1105
204189,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,20,1551
204198,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,20,1800
204282,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,21,1105
204284,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,21,1551
204285,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,21,1551
204288,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,21,1551
204376,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,22,1105
204377,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,22,1551
204380,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,22,1551
204467,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,24,1105
204468,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,24,1551
204471,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,24,1551
204556,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,25,1105
204558,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,25,1551
204561,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,25,1551
204647,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,26,1105
204648,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,26,1551
204649,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,26,1551
204652,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,26,1551
204737,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,28,1105
204739,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,28,1551
204740,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,28,1551
204748,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,28,1800
204827,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,29,1105
204829,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,29,1551
204832,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,29,1551
204917,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,30,1105
204918,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,30,1551
204919,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,30,1551
204923,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,30,1551
205007,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,31,1105
205027,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,31,1551
205034,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,31,1800
205100,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,32,1105
205120,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,32,1551
205123,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,32,1551
205191,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,33,1105
205208,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,33,1551
205209,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,33,1551
205218,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,33,1800
205283,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,34,1105
205301,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,34,1551
205305,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,34,1551
205377,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,35,1105
205379,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,35,1551
205380,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,35,1551
205383,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,35,1551
205463,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,36,1105
205465,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,36,1551
205474,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,36,1800
205552,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,37,1105
205554,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,37,1551
205555,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,37,1551
205565,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,37,1800
205643,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,38,1105
205646,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,38,1551
205652,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,38,1800
205732,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,39,1105
205756,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,39,1551
205764,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,39,1800
205821,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,40,1105
205838,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,40,1551
205839,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,40,1551
205843,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,40,1551
205913,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,41,1105
205936,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,41,1551
205940,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,41,1551
206004,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,42,1105
206016,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,42,1551
206017,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,42,1551
206022,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,42,1551
206093,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,43,1105
206104,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,43,1551
206113,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,43,1800
206183,GO_FIRST,G8-505,Chennai,Evening,18,zero,Evening,19.25,Hyderabad,Economy,1.25,44,1105
206202,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19,Hyderabad,Economy,1,44,1551
206203,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.08,Hyderabad,Economy,1.08,44,1551
206212,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.25,Hyderabad,Economy,1.25,44,1800
206291,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,45,1551
206292,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.33,Hyderabad,Economy,1.33,45,1551
206298,Air_India,AI-545,Chennai,Evening,18,zero,Night,19.42,Hyderabad,Economy,1.42,45,1830
206299,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,45,2000
206376,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,46,1551
206377,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,46,1551
206382,Air_India,AI-545,Chennai,Evening,18,zero,Night,19.42,Hyderabad,Economy,1.42,46,1830
206384,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.33,Hyderabad,Economy,1.33,46,2000
206456,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,47,1551
206457,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,47,1551
206458,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.33,Hyderabad,Economy,1.33,47,1551
206462,Air_India,AI-545,Chennai,Evening,18,zero,Night,19.42,Hyderabad,Economy,1.42,47,1830
206535,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,48,1551
206536,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,48,1551
206537,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.33,Hyderabad,Economy,1.33,48,1551
206613,Indigo,6E-562,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,49,1551
206614,Indigo,6E-6215,Chennai,Evening,18,zero,Evening,19.33,Hyderabad,Economy,1.33,49,1551
206615,Indigo,6.00E-193,Chennai,Evening,18,zero,Night,19.33,Hyderabad,Economy,1.33,49,1551
206618,Air_India,AI-545,Chennai,Evening,18,zero,Night,19.42,Hyderabad,Economy,1.42,49,1830
206666,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,1,25612
206667,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,1,25612
206671,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,1,50264
206675,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,1,53288
206701,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,2,25612
206704,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,2,25612
206706,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,2,25612
206713,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,2,40296
206715,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,2,40296
206726,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,2,45896
206789,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,3,25612
206792,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,3,25612
206793,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,3,25612
206808,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,3,40296
206813,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,3,44664
206823,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,3,45896
206879,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,4,22152
206880,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,4,22152
206882,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,4,22152
206894,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,4,36712
206928,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,4,50264
206951,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,4,53288
206985,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,5,22152
207011,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,5,36995
207035,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,5,44664
207040,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,5,46568
207064,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,5,53288
207073,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,5,58216
207089,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,6,22152
207092,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,6,22152
207094,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,6,22152
207100,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,6,29992
207115,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,6,36712
207143,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,6,42312
207172,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,6,53288
207199,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,7,22152
207203,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,7,22152
207205,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,7,22152
207210,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,7,29992
207230,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,7,36712
207253,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,7,42312
207259,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,7,44664
207309,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,8,22152
207312,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,8,22152
207316,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,8,29992
207320,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,8,30092
207335,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,8,36712
207356,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,8,42312
207360,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,8,44664
207419,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,9,22152
207423,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,9,22152
207425,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,9,22152
207430,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,9,29992
207441,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,9,36712
207443,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,9,36712
207470,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,9,42312
207523,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,10,22152
207527,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,10,22152
207529,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,10,22152
207545,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,10,36712
207547,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,10,36712
207549,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,10,37944
207572,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,10,42312
207629,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,11,22152
207633,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,11,22152
207635,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,11,22152
207639,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,11,29992
207656,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,11,36712
207658,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,11,36712
207683,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,11,42312
207745,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,12,22152
207749,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,12,22152
207751,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,12,22152
207756,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,12,29992
207770,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,12,36712
207772,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,12,36712
207798,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,12,42312
207852,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,13,22152
207855,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,13,22152
207857,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,13,22152
207863,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,13,29992
207879,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,13,36712
207880,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,13,36712
207906,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,13,42312
207963,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,14,22152
207967,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,14,22152
207969,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,14,22152
207974,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,14,29992
207992,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,14,36712
207993,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,14,36712
208019,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,14,42312
208072,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,15,22152
208075,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,15,22152
208081,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,15,29992
208098,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,15,36712
208100,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,15,36712
208121,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,15,42312
208123,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,15,43420
208180,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,16,22152
208184,Air_India,AI-805,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,16,22152
208186,Air_India,AI-624,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,16,22152
208191,Vistara,UK-941,Delhi,Evening,18,zero,Evening,20.33,Mumbai,Business,2.33,16,29992
208208,Vistara,UK-977,Delhi,Evening,18,zero,Night,20.25,Mumbai,Business,2.25,16,36712
208210,Vistara,UK-955,Delhi,Evening,18,zero,Night,20.33,Mumbai,Business,2.33,16,36712
208236,Vistara,UK-985,Delhi,Evening,18,zero,Night,20.17,Mumbai,Business,2.17,16,42312
208285,Air_India,AI-868,Delhi,Evening,18,zero,Evening,20,Mumbai,Business,2,17,22152
